ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Embedding,ScoreType,Score,Rank,ID2,GPT4oScore1,GPT4oScore2,Topic,Gender_org,Gender,Age,Nationality,Ethnicity_org,Multiple_Ethnicity,Ethnicity,Ethnicity1,Highest_Degree_org,Education1,Education_EMNLP,Education,Education3,Education2,Handedness,Language,SpecificLanguage,Exposure_Age,Exposure_Length,Length_of_Stay,Writing_Interest,Writing_Strength,P_burst,R_burst,MeanPause,WithinWordPause,BetweenWordPause,MeanDeletion,ProportionDeletion,MeanInsertion,ProportionInsertion,IntervalVariance,MTLD,TUnitLength,DependencyDepth,DependencyCosSim,Readability,LSACohesion,ArgumentOverlap,ConnectiveVariety,Claude3.7Score1,Claude3.7Score2
16649649,-7.760441022,-3.144130042,-8.703712818,-11.98412052,4.213740342,-2.05560445,2.15708778,4.543847422,7.265638705,0.246519874,6.415588851,2.988159516,-0.221922972,GPT4o,4,51,16649649a,4,4,Happ,Woman,Women,74,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,23.6,34.41666667,1.477381129,0.488680357,1.165547264,2,0.025943396,28,0.974056604,139.6239394,66.1762,10.6071,3.1448,0.5719,67.08,0.0206,0.1229,0.0833,3,3
16649649,-7.760441022,-3.144130042,-8.703712818,-11.98412052,4.213740342,-2.05560445,2.15708778,4.543847422,7.265638705,0.246519874,6.415588851,2.988159516,-0.221922972,Human,3.5,51,16649649a,4,4,Happ,Woman,Women,74,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,23.6,34.41666667,1.477381129,0.488680357,1.165547264,2,0.025943396,28,0.974056604,139.6239394,66.1762,10.6071,3.1448,0.5719,67.08,0.0206,0.1229,0.0833,3,3
16649649,-7.760441022,-3.144130042,-8.703712818,-11.98412052,4.213740342,-2.05560445,2.15708778,4.543847422,7.265638705,0.246519874,6.415588851,2.988159516,-0.221922972,Claude3.7,3,51,16649649a,4,4,Happ,Woman,Women,74,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,23.6,34.41666667,1.477381129,0.488680357,1.165547264,2,0.025943396,28,0.974056604,139.6239394,66.1762,10.6071,3.1448,0.5719,67.08,0.0206,0.1229,0.0833,3,3
33338756,6.652266572,1.549653033,-12.89214194,1.540779222,1.903255995,-8.45506665,8.034031402,0.422106947,6.753676637,0.146184525,-5.601026274,-0.228711713,-0.132704326,Human,3,2280,33338756a,2,2,App,Man,Men,23,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,18.8045977,17.97802198,1.15307476,0.424454668,1.318498929,5.2,0.12513369,21.24675325,0.87486631,121.9090736,52.0882,11,2.498,0.6451,67.08,0.035,0.0894,0.1389,3,3
33338756,6.652266572,1.549653033,-12.89214194,1.540779222,1.903255995,-8.45506665,8.034031402,0.422106947,6.753676637,0.146184525,-5.601026274,-0.228711713,-0.132704326,GPT4o,2,2280,33338756a,2,2,App,Man,Men,23,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,18.8045977,17.97802198,1.15307476,0.424454668,1.318498929,5.2,0.12513369,21.24675325,0.87486631,121.9090736,52.0882,11,2.498,0.6451,67.08,0.035,0.0894,0.1389,3,3
33338756,6.652266572,1.549653033,-12.89214194,1.540779222,1.903255995,-8.45506665,8.034031402,0.422106947,6.753676637,0.146184525,-5.601026274,-0.228711713,-0.132704326,Claude3.7,3,2280,33338756a,2,2,App,Man,Men,23,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,18.8045977,17.97802198,1.15307476,0.424454668,1.318498929,5.2,0.12513369,21.24675325,0.87486631,121.9090736,52.0882,11,2.498,0.6451,67.08,0.035,0.0894,0.1389,3,3
90109116,2.666054093,-1.680117988,-5.981051389,-0.588394326,9.138330984,-1.631173188,0.661527914,-0.960889342,-4.015944697,2.064017471,-0.427296242,1.949067904,-0.15426099,Human,4.5,521,90109116a,4,4,App,Man,Men,35,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,60.94117647,15.6969697,0.751202259,0.356281746,0.621195604,3.878787879,0.109965636,21.69633508,0.890034364,66.51850202,68.2953,10.8197,2.5167,0.5492,67.04,0.0108,0.0987,0.1111,4,4
90109116,2.666054093,-1.680117988,-5.981051389,-0.588394326,9.138330984,-1.631173188,0.661527914,-0.960889342,-4.015944697,2.064017471,-0.427296242,1.949067904,-0.15426099,GPT4o,4,521,90109116a,4,4,App,Man,Men,35,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,60.94117647,15.6969697,0.751202259,0.356281746,0.621195604,3.878787879,0.109965636,21.69633508,0.890034364,66.51850202,68.2953,10.8197,2.5167,0.5492,67.04,0.0108,0.0987,0.1111,4,4
90109116,2.666054093,-1.680117988,-5.981051389,-0.588394326,9.138330984,-1.631173188,0.661527914,-0.960889342,-4.015944697,2.064017471,-0.427296242,1.949067904,-0.15426099,Claude3.7,4,521,90109116a,4,4,App,Man,Men,35,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,60.94117647,15.6969697,0.751202259,0.356281746,0.621195604,3.878787879,0.109965636,21.69633508,0.890034364,66.51850202,68.2953,10.8197,2.5167,0.5492,67.04,0.0108,0.0987,0.1111,4,4
35391287,4.394257595,-6.883909698,3.247603628,-9.437245283,0.001368512,-3.423809702,1.362466277,1.703375282,0.297455061,-1.278358864,0.675074993,-6.017245874,-0.093021284,Human,4.5,1837,35391287a,4,4,Mat,Man,Men,38,United States of America,Asian,NA,Asian,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,41.625,16.56716418,1.841919437,0.601903915,0.74403913,3.039215686,0.085164835,18.5,0.914835165,183.760714,81.8028,8.9815,2.3464,0.5316,67.04,0.0103,0.0535,0.1111,4,4
35391287,4.394257595,-6.883909698,3.247603628,-9.437245283,0.001368512,-3.423809702,1.362466277,1.703375282,0.297455061,-1.278358864,0.675074993,-6.017245874,-0.093021284,GPT4o,4,1837,35391287a,4,4,Mat,Man,Men,38,United States of America,Asian,NA,Asian,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,41.625,16.56716418,1.841919437,0.601903915,0.74403913,3.039215686,0.085164835,18.5,0.914835165,183.760714,81.8028,8.9815,2.3464,0.5316,67.04,0.0103,0.0535,0.1111,4,4
35391287,4.394257595,-6.883909698,3.247603628,-9.437245283,0.001368512,-3.423809702,1.362466277,1.703375282,0.297455061,-1.278358864,0.675074993,-6.017245874,-0.093021284,Claude3.7,4,1837,35391287a,4,4,Mat,Man,Men,38,United States of America,Asian,NA,Asian,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,3,41.625,16.56716418,1.841919437,0.601903915,0.74403913,3.039215686,0.085164835,18.5,0.914835165,183.760714,81.8028,8.9815,2.3464,0.5316,67.04,0.0103,0.0535,0.1111,4,4
15329863,-11.55162325,-10.96927221,-6.874873507,-2.090363674,1.636868923,0.520775458,-0.552464282,0.101637921,-3.254054058,-1.436140491,-2.57558445,3.961403607,-0.095433221,Human,3.5,1083,15329863a,3,3,Happ,Man,Men,45,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,41.63414634,22.16883117,1.541251208,0.378545788,0.473946372,3.527777778,0.069247546,24.38571429,0.930752454,149.1308523,73.6069,10.1852,2.2218,0.5757,67.04,0.022,0.1403,0.0556,3,3
15329863,-11.55162325,-10.96927221,-6.874873507,-2.090363674,1.636868923,0.520775458,-0.552464282,0.101637921,-3.254054058,-1.436140491,-2.57558445,3.961403607,-0.095433221,GPT4o,3,1083,15329863a,3,3,Happ,Man,Men,45,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,41.63414634,22.16883117,1.541251208,0.378545788,0.473946372,3.527777778,0.069247546,24.38571429,0.930752454,149.1308523,73.6069,10.1852,2.2218,0.5757,67.04,0.022,0.1403,0.0556,3,3
15329863,-11.55162325,-10.96927221,-6.874873507,-2.090363674,1.636868923,0.520775458,-0.552464282,0.101637921,-3.254054058,-1.436140491,-2.57558445,3.961403607,-0.095433221,Claude3.7,3,1083,15329863a,3,3,Happ,Man,Men,45,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,41.63414634,22.16883117,1.541251208,0.378545788,0.473946372,3.527777778,0.069247546,24.38571429,0.930752454,149.1308523,73.6069,10.1852,2.2218,0.5757,67.04,0.022,0.1403,0.0556,3,3
62074616,-11.50653871,-12.85638502,-3.945169855,-2.572044361,-0.818732604,-5.03875083,0.078249837,3.88069251,-5.665433683,9.096760729,-1.361702729,6.510987962,-0.058284719,Human,2.5,77,62074616a,2,2,Happ,Woman,Women,36,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,5,48.66666667,11.30322581,1.220279137,0.390536434,0.446657718,2.293333333,0.089397089,12.78832117,0.910602911,209.8977529,83.7673,9.3448,2.4649,0.5143,67.04,0.0206,0.1472,0.0278,3,3
62074616,-11.50653871,-12.85638502,-3.945169855,-2.572044361,-0.818732604,-5.03875083,0.078249837,3.88069251,-5.665433683,9.096760729,-1.361702729,6.510987962,-0.058284719,GPT4o,2,77,62074616a,2,2,Happ,Woman,Women,36,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,5,48.66666667,11.30322581,1.220279137,0.390536434,0.446657718,2.293333333,0.089397089,12.78832117,0.910602911,209.8977529,83.7673,9.3448,2.4649,0.5143,67.04,0.0206,0.1472,0.0278,3,3
62074616,-11.50653871,-12.85638502,-3.945169855,-2.572044361,-0.818732604,-5.03875083,0.078249837,3.88069251,-5.665433683,9.096760729,-1.361702729,6.510987962,-0.058284719,Claude3.7,3,77,62074616a,2,2,Happ,Woman,Women,36,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,5,48.66666667,11.30322581,1.220279137,0.390536434,0.446657718,2.293333333,0.089397089,12.78832117,0.910602911,209.8977529,83.7673,9.3448,2.4649,0.5143,67.04,0.0206,0.1472,0.0278,3,3
66442452,-12.29329242,-12.469177,-5.454710902,-2.226494454,-0.094443109,-0.956013717,-5.080665808,0.394709405,-4.993405062,-0.714965586,-3.113105576,-0.778862425,-0.132119819,GPT4o,4,1643,66442452a,4,4,Happ,Woman,Women,59,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,14.68115942,16.07936508,1.146323731,0.511805249,1.111940499,7.698412698,0.193150139,19.48076923,0.806849861,52.48322483,45.5009,7.9706,2.2435,0.4884,67.04,0.0412,0.2277,0.125,3,3
66442452,-12.29329242,-12.469177,-5.454710902,-2.226494454,-0.094443109,-0.956013717,-5.080665808,0.394709405,-4.993405062,-0.714965586,-3.113105576,-0.778862425,-0.132119819,Human,3.5,1643,66442452a,4,4,Happ,Woman,Women,59,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,14.68115942,16.07936508,1.146323731,0.511805249,1.111940499,7.698412698,0.193150139,19.48076923,0.806849861,52.48322483,45.5009,7.9706,2.2435,0.4884,67.04,0.0412,0.2277,0.125,3,3
66442452,-12.29329242,-12.469177,-5.454710902,-2.226494454,-0.094443109,-0.956013717,-5.080665808,0.394709405,-4.993405062,-0.714965586,-3.113105576,-0.778862425,-0.132119819,Claude3.7,3,1643,66442452a,4,4,Happ,Woman,Women,59,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,14.68115942,16.07936508,1.146323731,0.511805249,1.111940499,7.698412698,0.193150139,19.48076923,0.806849861,52.48322483,45.5009,7.9706,2.2435,0.4884,67.04,0.0412,0.2277,0.125,3,3
38769996,9.264626078,7.458826297,-4.963972794,-1.9200203,7.699281599,-6.27322952,-4.104916176,-2.815926228,-4.093470225,1.093338888,1.083103348,3.685038552,-0.187435002,GPT4o,3,3160,38769996a,3,3,App,Woman,Women,60,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,1,1,12.18348624,42.83870968,1.413968037,0.678224961,0.807884984,2.266666667,0.024963289,18.44444444,0.975036711,85.02653181,125.0607,10,2.5364,0.4142,67.04,0.0066,0.0392,0.0556,3,3
38769996,9.264626078,7.458826297,-4.963972794,-1.9200203,7.699281599,-6.27322952,-4.104916176,-2.815926228,-4.093470225,1.093338888,1.083103348,3.685038552,-0.187435002,Human,3,3160,38769996a,3,3,App,Woman,Women,60,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,1,1,12.18348624,42.83870968,1.413968037,0.678224961,0.807884984,2.266666667,0.024963289,18.44444444,0.975036711,85.02653181,125.0607,10,2.5364,0.4142,67.04,0.0066,0.0392,0.0556,3,3
38769996,9.264626078,7.458826297,-4.963972794,-1.9200203,7.699281599,-6.27322952,-4.104916176,-2.815926228,-4.093470225,1.093338888,1.083103348,3.685038552,-0.187435002,Claude3.7,3,3160,38769996a,3,3,App,Woman,Women,60,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,1,1,12.18348624,42.83870968,1.413968037,0.678224961,0.807884984,2.266666667,0.024963289,18.44444444,0.975036711,85.02653181,125.0607,10,2.5364,0.4142,67.04,0.0066,0.0392,0.0556,3,3
76598086,12.75637766,3.12630392,-8.78089109,5.230728258,11.19595976,0.066417658,5.837400801,2.72256518,-2.424826094,4.352118587,-6.036552572,0.786582515,-0.091091245,Human,4.5,3605,76598086a,3,3,App,Man,Men,20,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,4,83.74193548,12.5410628,1.751051643,0.609157303,0.911726667,4.155339806,0.141534392,17.90344828,0.858465608,171.6392858,80.9353,16.64,3.1683,0.6508,66.98,0.024,0.0823,0.1389,3,3
76598086,12.75637766,3.12630392,-8.78089109,5.230728258,11.19595976,0.066417658,5.837400801,2.72256518,-2.424826094,4.352118587,-6.036552572,0.786582515,-0.091091245,GPT4o,3,3605,76598086a,3,3,App,Man,Men,20,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,4,83.74193548,12.5410628,1.751051643,0.609157303,0.911726667,4.155339806,0.141534392,17.90344828,0.858465608,171.6392858,80.9353,16.64,3.1683,0.6508,66.98,0.024,0.0823,0.1389,3,3
76598086,12.75637766,3.12630392,-8.78089109,5.230728258,11.19595976,0.066417658,5.837400801,2.72256518,-2.424826094,4.352118587,-6.036552572,0.786582515,-0.091091245,Claude3.7,3,3605,76598086a,3,3,App,Man,Men,20,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,4,83.74193548,12.5410628,1.751051643,0.609157303,0.911726667,4.155339806,0.141534392,17.90344828,0.858465608,171.6392858,80.9353,16.64,3.1683,0.6508,66.98,0.024,0.0823,0.1389,3,3
33601222,-9.973049453,0.56234547,1.242050828,-6.445621266,4.613759693,-2.400962673,0.972199418,4.959780376,-9.288061747,1.028990095,2.484723885,-1.900001438,-0.218255505,GPT4o,3.5,2101,33601222a,3,4,Comp,Man,Men,50,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,4,51.63829787,19.416,2.474661264,0.582274247,1.111549133,4.290322581,0.098774601,21.86486486,0.901225399,239.0560371,68.9924,12.6562,3.0667,0.6207,66.98,0.0166,0.123,0.0833,3,3
33601222,-9.973049453,0.56234547,1.242050828,-6.445621266,4.613759693,-2.400962673,0.972199418,4.959780376,-9.288061747,1.028990095,2.484723885,-1.900001438,-0.218255505,Human,3.5,2101,33601222a,3,4,Comp,Man,Men,50,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,4,51.63829787,19.416,2.474661264,0.582274247,1.111549133,4.290322581,0.098774601,21.86486486,0.901225399,239.0560371,68.9924,12.6562,3.0667,0.6207,66.98,0.0166,0.123,0.0833,3,3
33601222,-9.973049453,0.56234547,1.242050828,-6.445621266,4.613759693,-2.400962673,0.972199418,4.959780376,-9.288061747,1.028990095,2.484723885,-1.900001438,-0.218255505,Claude3.7,3,2101,33601222a,3,4,Comp,Man,Men,50,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,4,51.63829787,19.416,2.474661264,0.582274247,1.111549133,4.290322581,0.098774601,21.86486486,0.901225399,239.0560371,68.9924,12.6562,3.0667,0.6207,66.98,0.0166,0.123,0.0833,3,3
51802137,2.216524998,-7.963612466,9.340542428,-0.424645326,-2.089368531,2.139064683,-0.657559106,3.868370755,-7.960868319,-5.333057796,0.664307153,-1.968942788,-0.098045545,Human,4,4796,51802137a,3,4,Mat,Woman,Women,30,United States of America,White,NA,White,White,Trade/technical/vocational training,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,left-handed,English,NA,NA,NA,NA,5,4,73.83333333,18.65263158,2.668066225,0.351516129,0.662838926,2.574468085,0.063919704,25.31428571,0.936080296,273.9033893,68.3638,12.88,3.1708,0.6254,66.98,0.0164,0.0568,0.0972,3,3
51802137,2.216524998,-7.963612466,9.340542428,-0.424645326,-2.089368531,2.139064683,-0.657559106,3.868370755,-7.960868319,-5.333057796,0.664307153,-1.968942788,-0.098045545,GPT4o,3.5,4796,51802137a,3,4,Mat,Woman,Women,30,United States of America,White,NA,White,White,Trade/technical/vocational training,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,left-handed,English,NA,NA,NA,NA,5,4,73.83333333,18.65263158,2.668066225,0.351516129,0.662838926,2.574468085,0.063919704,25.31428571,0.936080296,273.9033893,68.3638,12.88,3.1708,0.6254,66.98,0.0164,0.0568,0.0972,3,3
51802137,2.216524998,-7.963612466,9.340542428,-0.424645326,-2.089368531,2.139064683,-0.657559106,3.868370755,-7.960868319,-5.333057796,0.664307153,-1.968942788,-0.098045545,Claude3.7,3,4796,51802137a,3,4,Mat,Woman,Women,30,United States of America,White,NA,White,White,Trade/technical/vocational training,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,left-handed,English,NA,NA,NA,NA,5,4,73.83333333,18.65263158,2.668066225,0.351516129,0.662838926,2.574468085,0.063919704,25.31428571,0.936080296,273.9033893,68.3638,12.88,3.1708,0.6254,66.98,0.0164,0.0568,0.0972,3,3
42524451,-6.663583279,-9.172386362,-3.976702474,4.98065677,-0.395132781,-0.713242172,-0.786287009,-2.809698625,3.892849093,-0.960387979,-1.174705953,1.463333594,-0.076510715,Human,3.5,3645,42524451a,3,2,Happ,Woman,Women,60,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,3,3,38.30555556,26.01886792,1.269864865,0.471436548,0.706563291,1.769230769,0.032280702,32.83333333,0.967719298,189.7673722,78.4649,13.4737,3.3867,0.6086,66.98,0.0312,0.1024,0.0694,3,3
42524451,-6.663583279,-9.172386362,-3.976702474,4.98065677,-0.395132781,-0.713242172,-0.786287009,-2.809698625,3.892849093,-0.960387979,-1.174705953,1.463333594,-0.076510715,GPT4o,2.5,3645,42524451a,3,2,Happ,Woman,Women,60,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,3,3,38.30555556,26.01886792,1.269864865,0.471436548,0.706563291,1.769230769,0.032280702,32.83333333,0.967719298,189.7673722,78.4649,13.4737,3.3867,0.6086,66.98,0.0312,0.1024,0.0694,3,3
42524451,-6.663583279,-9.172386362,-3.976702474,4.98065677,-0.395132781,-0.713242172,-0.786287009,-2.809698625,3.892849093,-0.960387979,-1.174705953,1.463333594,-0.076510715,Claude3.7,3,3645,42524451a,3,2,Happ,Woman,Women,60,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,3,3,38.30555556,26.01886792,1.269864865,0.471436548,0.706563291,1.769230769,0.032280702,32.83333333,0.967719298,189.7673722,78.4649,13.4737,3.3867,0.6086,66.98,0.0312,0.1024,0.0694,3,3
16677849,9.10320499,-1.046765218,-7.133933854,-3.855157933,2.439321434,-3.355238595,5.086367167,-1.177346025,-1.069666001,2.273165518,0.246752135,-2.741425776,-0.084937043,Human,4.5,3768,16677849a,3,3,App,Man,Men,58,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,35.89552239,61.66666667,1.315380117,0.620623641,1.882650289,1.529411765,0.010695187,35.89552239,0.989304813,217.2879554,73.0838,10.0488,2.6626,0.5381,66.94,0.0109,0.0776,0.0972,3,3
16677849,9.10320499,-1.046765218,-7.133933854,-3.855157933,2.439321434,-3.355238595,5.086367167,-1.177346025,-1.069666001,2.273165518,0.246752135,-2.741425776,-0.084937043,GPT4o,3,3768,16677849a,3,3,App,Man,Men,58,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,35.89552239,61.66666667,1.315380117,0.620623641,1.882650289,1.529411765,0.010695187,35.89552239,0.989304813,217.2879554,73.0838,10.0488,2.6626,0.5381,66.94,0.0109,0.0776,0.0972,3,3
16677849,9.10320499,-1.046765218,-7.133933854,-3.855157933,2.439321434,-3.355238595,5.086367167,-1.177346025,-1.069666001,2.273165518,0.246752135,-2.741425776,-0.084937043,Claude3.7,3,3768,16677849a,3,3,App,Man,Men,58,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,3,35.89552239,61.66666667,1.315380117,0.620623641,1.882650289,1.529411765,0.010695187,35.89552239,0.989304813,217.2879554,73.0838,10.0488,2.6626,0.5381,66.94,0.0109,0.0776,0.0972,3,3
12906447,-4.934058729,8.893777033,2.897953347,-4.021663281,3.966193662,-2.14664636,0.722160167,3.114005422,-1.325292432,2.384449374,-0.508388793,-1.21971719,-0.128606586,GPT4o,4,3991,12906447a,4,4,Comp,Man,Men,50,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,3,34.28985507,18.928,2.032042821,0.592311475,0.95946473,4.016129032,0.095219885,22.32075472,0.904780115,221.0978667,66.7072,10.2432,2.5435,0.4864,66.94,0.0108,0.1148,0.1111,3,3
12906447,-4.934058729,8.893777033,2.897953347,-4.021663281,3.966193662,-2.14664636,0.722160167,3.114005422,-1.325292432,2.384449374,-0.508388793,-1.21971719,-0.128606586,Human,3.5,3991,12906447a,4,4,Comp,Man,Men,50,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,3,34.28985507,18.928,2.032042821,0.592311475,0.95946473,4.016129032,0.095219885,22.32075472,0.904780115,221.0978667,66.7072,10.2432,2.5435,0.4864,66.94,0.0108,0.1148,0.1111,3,3
12906447,-4.934058729,8.893777033,2.897953347,-4.021663281,3.966193662,-2.14664636,0.722160167,3.114005422,-1.325292432,2.384449374,-0.508388793,-1.21971719,-0.128606586,Claude3.7,3,3991,12906447a,4,4,Comp,Man,Men,50,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,3,34.28985507,18.928,2.032042821,0.592311475,0.95946473,4.016129032,0.095219885,22.32075472,0.904780115,221.0978667,66.7072,10.2432,2.5435,0.4864,66.94,0.0108,0.1148,0.1111,3,3
26937031,-5.732834185,10.41723071,-1.896418168,-7.82359379,4.291875873,-4.126984172,10.32353353,-3.615565157,-0.495019587,-1.264185037,-6.543767134,-5.858582141,-0.040420724,GPT4o,3,445,26937031a,3,3,Comp,Woman,Women,46,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,3,32.24074074,19.13186813,1.365174814,0.451426256,0.70767426,2.840909091,0.06698821,22.61038961,0.93301179,178.6495328,72.1022,10.5926,2.1923,0.5535,66.94,0.0102,0.1085,0.1111,3,3
26937031,-5.732834185,10.41723071,-1.896418168,-7.82359379,4.291875873,-4.126984172,10.32353353,-3.615565157,-0.495019587,-1.264185037,-6.543767134,-5.858582141,-0.040420724,Human,3,445,26937031a,3,3,Comp,Woman,Women,46,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,3,32.24074074,19.13186813,1.365174814,0.451426256,0.70767426,2.840909091,0.06698821,22.61038961,0.93301179,178.6495328,72.1022,10.5926,2.1923,0.5535,66.94,0.0102,0.1085,0.1111,3,3
26937031,-5.732834185,10.41723071,-1.896418168,-7.82359379,4.291875873,-4.126984172,10.32353353,-3.615565157,-0.495019587,-1.264185037,-6.543767134,-5.858582141,-0.040420724,Claude3.7,3,445,26937031a,3,3,Comp,Woman,Women,46,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,2,3,32.24074074,19.13186813,1.365174814,0.451426256,0.70767426,2.840909091,0.06698821,22.61038961,0.93301179,178.6495328,72.1022,10.5926,2.1923,0.5535,66.94,0.0102,0.1085,0.1111,3,3
